id,RESOLUTIONDATE
27633,2014/06/20 17:31:47
27635,2014/10/16 20:51:33
27636,2014/10/03 21:40:47
27637,2014/10/02 00:03:15
27638,2014/10/02 00:03:42
27639,2014/10/02 00:14:23
27640,2015/07/29 04:03:15
27641,2014/06/20 05:55:41
27642,2014/07/03 00:45:05
27643,2015/07/29 04:03:11
27644,2014/06/20 05:55:29
27645,2015/07/29 04:03:11
27647,2015/07/29 04:03:25
27648,2014/11/13 01:03:49
27649,2015/07/29 04:03:23
27650,2015/07/29 04:03:22
27651,2015/07/29 04:03:17
27652,2015/07/29 04:03:18
27653,2015/07/29 04:03:26
27655,2015/07/29 04:03:27
27656,2015/07/29 04:03:16
27660,2015/07/29 04:03:26
27661,2015/07/29 04:03:24
27662,2015/07/29 04:03:25
27663,2015/07/29 04:03:25
27664,2015/07/29 04:03:23
27665,2015/07/29 04:03:24
27666,2015/07/29 04:03:24
27667,2015/07/29 04:03:26
27668,2015/07/29 04:03:26
27669,2015/07/29 04:03:27
27670,2014/06/20 11:48:36
27671,2015/07/29 04:03:23
27674,2015/07/29 04:03:19
27675,2015/07/29 04:03:18
27679,2015/07/29 04:03:19
27683,2015/07/29 04:03:19
27684,2015/07/29 04:03:21
27685,2014/07/29 07:17:31
27687,2014/06/24 06:03:01
27693,2014/07/01 16:22:09
27699,2014/06/26 16:44:41
27704,2014/10/02 00:17:02
27706,2014/06/18 11:59:03
27708,2014/06/18 17:14:11
27710,2014/07/03 09:22:22
27711,2014/06/24 22:59:44
27713,2014/09/13 13:06:04
27725,2014/07/29 10:47:40
27726,2014/08/26 05:23:27
27729,2014/09/19 10:27:25
27730,2014/06/18 08:06:55
27732,2014/06/25 11:19:34
27733,2015/07/29 04:03:25
27734,2014/07/16 00:06:22
27735,2014/12/08 13:43:21
27736,2014/08/13 02:24:53
27737,2014/08/04 08:42:19
27741,2014/12/08 14:05:35
27743,2014/06/18 21:21:15
27745,2014/06/18 12:06:07
27747,2014/06/19 15:21:51
27748,2014/06/20 16:24:16
27753,2014/06/24 17:20:02
27755,2014/06/26 17:00:08
27763,2014/07/02 13:55:05
27765,2014/07/09 17:31:45
27766,2014/07/14 14:58:31
27767,2014/06/25 20:52:52
27768,2014/06/19 18:34:52
27769,2014/06/19 18:35:34
27770,2014/06/19 18:35:51
27771,2014/06/19 18:36:04
27772,2014/06/19 18:36:16
27773,2014/06/19 18:36:29
27774,2014/06/19 18:36:39
27775,2014/06/19 18:36:51
27776,2014/06/19 18:37:03
27777,2014/06/19 18:37:17
27778,2014/06/20 17:34:40
27779,2014/06/20 17:34:51
27780,2014/06/20 17:35:01
27781,2014/06/18 21:31:54
27782,2014/06/20 17:35:13
27783,2014/06/20 17:35:24
27784,2014/06/20 17:35:34
27785,2014/06/20 17:35:46
27786,2014/06/19 16:09:42
27787,2014/06/20 17:35:56
27788,2014/06/20 17:36:11
27789,2014/06/20 17:36:21
27790,2014/06/20 17:36:34
27791,2014/06/20 17:36:47
27792,2014/06/20 17:37:04
27793,2014/06/20 17:37:24
27794,2014/06/25 11:39:31
27795,2014/07/29 10:47:12
27796,2014/11/15 06:57:36
27797,2014/06/27 06:47:32
27798,2014/12/11 17:01:34
27799,2014/06/25 07:31:07
27800,2014/06/24 05:37:11
27801,2014/10/08 14:42:30
27803,2014/06/24 07:40:36
27804,2014/09/11 20:20:19
27805,2014/06/19 09:34:56
27806,2014/06/20 09:14:20
27807,2015/05/21 06:17:49
27809,2014/06/19 09:59:06
27813,2014/06/23 09:22:22
27815,2014/06/19 10:34:51
27817,2015/11/16 21:42:48
27832,2014/06/20 17:25:02
27834,2014/06/19 18:21:37
27835,2014/12/08 14:06:28
27838,2014/06/24 20:56:17
27839,2014/06/24 20:55:41
27840,2014/06/25 20:58:49
27841,2014/06/24 20:55:32
27842,2014/06/24 20:55:24
27843,2014/06/24 20:57:18
27844,2014/06/24 20:55:15
27845,2014/06/24 20:55:07
27846,2014/06/24 20:57:08
27847,2014/06/24 20:57:00
27848,2014/06/24 20:56:51
27849,2014/06/25 20:58:56
27850,2014/06/24 20:56:42
27851,2014/06/24 20:56:33
27852,2014/06/24 20:54:54
27853,2014/06/24 20:54:21
27854,2014/06/24 20:54:12
27855,2014/06/24 20:54:04
27856,2014/06/24 20:53:55
27857,2014/06/24 20:53:44
27858,2014/06/23 21:47:06
27864,2014/06/20 08:20:12
27865,2014/06/20 05:32:41
27866,2015/02/28 10:13:41
27869,2014/07/03 16:15:01
27871,2014/09/17 07:46:28
27872,2014/07/12 03:29:05
27873,2014/12/04 08:40:16
27874,2014/09/13 03:16:24
27876,2014/06/20 17:24:13
27877,2014/09/10 15:24:53
27878,2014/06/23 09:24:45
27879,2014/07/02 14:56:52
27880,2014/06/20 13:29:12
27882,2014/06/20 17:24:28
27883,2014/07/21 19:02:52
27890,2014/08/27 23:38:01
27891,2015/07/29 04:03:20
27892,2014/06/20 23:57:39
27893,2014/08/12 04:51:56
27894,2014/06/21 00:00:51
27895,2014/07/16 06:09:35
27896,2014/06/24 09:20:56
27897,2014/06/24 03:17:02
27898,2014/06/27 05:52:23
27899,2014/06/25 11:31:45
27901,2014/06/24 07:14:02
27902,2014/06/24 10:13:22
27903,2014/07/01 06:21:48
27906,2014/10/07 06:35:15
27907,2014/10/07 06:34:59
27909,2014/09/25 19:19:57
27925,2014/06/23 13:18:03
27941,2014/06/23 16:22:11
27943,2014/07/08 21:19:15
27944,2014/07/21 23:30:39
27949,2014/07/03 09:21:02
27959,2014/06/25 18:01:53
27962,2014/08/04 19:23:35
27963,2014/06/24 20:11:50
27964,2014/07/16 00:05:49
27966,2014/06/28 05:55:18
27967,2014/06/27 01:35:30
27969,2014/07/01 06:22:14
27970,2014/07/01 06:29:28
27971,2014/06/26 06:03:47
27972,2014/06/27 09:52:03
27973,2014/09/04 01:56:20
27974,2014/09/04 01:57:50
27977,2014/07/31 06:01:02
27979,2014/06/26 03:22:21
27980,2014/10/04 08:56:11
27984,2014/10/18 03:25:20
28002,2014/06/30 14:34:58
28006,2015/01/06 11:44:16
28008,2014/07/01 13:13:31
28009,2014/06/25 09:41:58
28010,2014/06/25 09:42:17
28011,2014/06/24 17:19:20
28012,2014/07/11 14:38:43
28013,2014/07/01 20:08:17
28020,2014/06/25 11:25:04
28023,2014/07/31 23:16:08
28024,2014/07/09 19:47:17
28025,2014/06/26 21:09:46
28027,2014/07/07 18:01:37
28028,2014/10/16 20:55:13
28029,2014/10/16 20:55:02
28030,2014/10/16 20:55:19
28031,2014/06/25 03:31:28
28032,2014/07/30 08:46:00
28033,2014/12/18 10:55:46
28034,2014/06/27 21:20:01
28039,2014/06/25 09:51:48
28040,2014/07/02 11:47:33
28043,2014/12/18 07:12:54
28044,2014/06/28 10:46:15
28045,2014/06/26 08:51:47
28047,2014/07/07 20:23:21
28054,2014/07/06 17:12:35
28061,2015/12/09 04:37:52
28062,2014/10/02 00:15:15
28067,2014/06/30 18:38:03
28068,2014/06/26 02:00:14
28070,2014/06/26 05:12:51
28071,2014/10/17 05:57:04
28072,2014/06/26 04:59:50
28073,2014/08/02 10:00:08
28074,2014/09/05 10:32:26
28075,2014/07/03 07:30:29
28076,2014/12/20 19:54:22
28077,2014/10/16 15:16:29
28079,2014/06/30 15:34:35
28080,2014/06/26 10:45:26
28094,2014/09/02 09:29:57
28096,2014/06/27 01:57:34
28098,2014/06/30 23:10:12
28099,2014/06/27 20:38:34
28100,2014/06/27 20:40:51
28101,2014/06/27 20:46:31
28102,2014/06/27 20:57:55
28103,2014/06/30 22:59:34
28104,2014/06/27 21:18:57
28105,2014/06/27 21:20:08
28106,2014/06/30 22:58:26
28107,2014/06/27 21:26:54
28108,2014/06/30 22:59:00
28109,2014/06/27 21:34:44
28110,2014/06/27 21:37:00
28111,2014/06/27 21:43:30
28112,2014/06/30 23:09:53
28113,2014/06/27 21:45:21
28114,2014/06/30 22:57:44
28115,2014/06/27 21:51:02
28116,2014/06/28 08:45:57
28117,2014/07/02 16:44:49
28118,2014/07/02 05:01:52
28119,2014/09/19 05:50:43
28120,2014/07/31 03:50:18
28122,2015/04/22 09:58:43
28123,2015/05/20 02:49:38
28129,2015/08/13 09:54:46
28136,2014/06/30 23:08:45
28137,2014/07/07 21:28:52
28138,2014/06/30 18:45:41
28139,2014/06/30 18:46:42
28140,2014/06/30 19:09:23
28141,2014/06/30 22:56:30
28142,2014/06/30 18:47:43
28143,2014/06/30 22:56:53
28144,2014/06/30 18:52:39
28145,2014/06/30 18:53:05
28146,2014/06/30 18:57:44
28147,2014/06/30 18:58:03
28148,2014/06/30 19:01:51
28149,2014/06/30 19:01:39
28150,2014/06/30 19:03:08
28151,2014/06/30 19:03:59
28152,2014/06/30 19:03:15
28153,2014/06/30 19:08:02
28154,2014/06/30 19:08:07
28155,2014/06/30 19:08:46
28156,2014/06/27 20:13:11
28157,2014/07/22 01:08:39
28158,2014/07/02 09:35:53
28159,2014/08/08 10:27:47
28160,2014/08/18 16:46:21
28161,2014/07/02 05:11:27
28164,2015/01/09 08:38:32
28165,2014/07/22 14:46:56
28166,2014/07/29 10:07:42
28170,2014/06/30 11:13:27
28171,2014/07/07 10:56:09
28172,2014/07/14 13:41:08
28173,2014/09/12 09:30:20
28177,2014/07/09 08:40:55
28180,2014/06/30 13:30:18
28186,2014/07/03 13:16:03
28191,2014/07/01 23:50:02
28193,2014/06/30 23:03:19
28194,2014/06/30 23:03:50
28195,2014/06/30 23:03:56
28196,2014/06/30 23:06:13
28197,2014/06/30 23:06:20
28198,2014/06/30 23:22:20
28199,2014/06/30 23:23:40
28200,2014/06/30 23:27:45
28201,2014/06/30 23:27:50
28202,2014/07/07 21:14:13
28203,2015/07/22 01:45:00
28204,2014/07/07 21:21:56
28205,2014/07/01 18:30:01
28206,2014/07/01 18:30:18
28207,2014/07/01 18:31:12
28208,2014/07/01 18:35:21
28209,2014/07/01 18:35:32
28210,2014/07/01 18:36:06
28211,2014/07/07 21:13:51
28212,2014/07/07 21:13:31
28213,2014/07/08 08:10:11
28214,2015/12/17 06:59:11
28215,2014/07/01 11:53:09
28216,2014/07/02 05:58:51
28217,2014/09/03 08:28:29
28218,2014/07/16 13:36:17
28219,2014/09/03 08:37:22
28220,2014/10/22 02:57:04
28221,2014/09/10 06:18:51
28222,2014/10/22 02:45:03
28223,2014/08/12 02:27:44
28224,2014/07/03 02:04:02
28232,2014/07/23 10:17:30
28233,2014/08/12 01:11:33
28238,2014/07/03 17:19:23
28239,2014/07/01 14:42:55
28264,2014/08/16 00:41:47
28265,2014/07/01 14:41:15
28267,2014/07/02 09:56:56
28272,2014/08/03 12:21:59
28273,2014/10/06 18:57:50
28274,2015/12/09 04:37:05
28275,2014/09/03 08:47:11
28277,2014/10/03 21:41:13
28278,2014/10/03 21:49:33
28279,2014/10/03 21:40:58
28280,2014/10/03 21:49:22
28281,2014/10/03 21:41:06
28282,2014/07/07 21:12:41
28283,2014/07/01 23:41:20
28284,2014/07/01 23:43:05
28285,2014/07/01 23:43:30
28286,2014/07/01 23:43:44
28287,2014/07/01 23:44:55
28288,2014/09/18 18:54:32
28290,2014/07/12 06:54:38
28291,2014/08/30 03:48:53
28292,2014/07/03 10:37:25
28294,2014/10/07 10:09:28
28295,2014/08/28 08:40:55
28302,2014/07/02 13:20:17
28303,2014/07/24 07:08:31
28304,2014/09/30 16:03:42
28307,2014/07/02 14:39:02
28308,2014/09/30 16:07:52
28312,2014/07/14 23:59:42
28313,2014/08/01 18:52:29
28314,2014/07/02 18:37:10
28315,2014/07/02 18:37:03
28316,2014/07/02 18:36:56
28317,2014/07/02 18:36:51
28318,2014/07/02 18:36:44
28319,2014/07/02 18:36:38
28320,2014/07/02 18:36:26
28321,2014/07/02 18:36:20
28322,2014/07/02 18:36:14
28323,2014/07/02 18:36:08
28326,2014/07/14 11:00:17
28328,2014/07/11 14:33:07
28330,2014/07/07 23:57:08
28331,2014/07/07 21:15:03
28332,2014/07/07 11:08:25
28334,2014/07/16 09:32:03
28335,2015/12/16 09:11:02
28336,2014/07/08 09:58:15
28337,2014/07/03 04:59:37
28338,2014/09/25 04:53:02
28339,2014/07/11 02:23:56
28341,2014/07/10 09:35:06
28342,2015/12/16 09:11:41
28345,2014/09/18 02:59:10
28346,2014/07/14 15:44:51
28348,2014/07/30 08:18:54
28350,2014/07/07 10:55:34
28351,2014/07/03 14:47:24
28354,2014/07/08 13:43:41
28357,2014/08/05 04:05:38
28358,2014/12/05 06:46:59
28359,2014/07/06 05:02:13
28363,2014/08/15 16:14:32
28365,2014/12/08 14:03:02
28366,2014/07/10 08:55:30
28374,2014/07/15 17:47:14
28376,2014/07/09 17:33:23
28380,2014/07/14 12:20:31
28381,2014/07/09 19:48:01
28382,2014/07/09 18:54:24
28383,2014/07/09 19:50:27
28384,2014/07/18 11:29:41
28385,2014/07/09 19:13:18
28386,2014/07/09 16:35:16
28387,2014/07/09 16:32:50
28395,2014/07/09 18:10:02
28396,2014/07/18 11:28:35
28397,2014/08/11 07:46:19
28398,2014/08/11 07:47:42
28399,2014/08/11 07:47:00
28401,2014/07/07 10:23:17
28429,2014/07/10 08:53:53
28430,2014/07/21 14:52:33
28431,2014/11/18 12:54:01
28434,2014/07/14 08:48:18
28435,2014/07/09 15:30:44
28443,2014/07/07 16:47:35
28444,2014/07/09 10:12:52
28445,2014/09/29 16:24:42
28447,2014/08/19 17:51:58
28448,2014/11/18 19:46:34
28449,2014/10/16 20:55:25
28450,2014/10/16 20:55:07
28453,2014/07/26 10:03:24
28454,2014/07/08 06:11:12
28456,2014/07/24 05:39:56
28457,2014/07/17 03:46:10
28465,2014/07/16 13:22:15
28470,2014/07/10 11:05:32
28475,2014/07/08 13:55:15
28476,2014/07/10 11:06:19
28479,2014/12/08 14:05:51
28484,2014/07/10 11:13:04
28485,2014/07/25 19:04:44
28486,2014/10/02 00:16:30
28487,2014/10/03 21:41:22
28490,2014/07/09 03:28:54
28491,2014/07/09 19:46:53
28493,2014/10/17 05:29:57
28494,2014/07/09 10:13:01
28495,2014/07/30 08:00:28
28496,2015/01/07 08:17:52
28498,2014/07/25 11:37:19
28501,2014/07/30 08:17:30
28502,2014/10/04 08:51:07
28503,2014/07/30 08:16:08
28504,2014/07/30 08:15:41
28505,2014/10/04 08:47:22
28506,2014/07/14 08:47:48
28507,2014/09/09 07:58:58
28508,2014/07/22 13:22:50
28509,2014/07/25 11:38:19
28510,2014/10/04 08:46:02
28513,2014/07/30 02:42:38
28515,2014/07/10 05:59:50
28517,2014/07/09 12:08:03
28520,2014/07/14 08:47:26
28521,2014/07/22 21:20:01
28524,2014/08/26 10:16:08
28527,2014/07/10 17:39:50
28534,2014/10/16 15:12:26
28535,2014/10/16 15:20:37
28539,2015/12/16 09:11:31
28540,2015/10/03 17:06:54
28541,2014/07/22 05:51:39
28545,2014/07/14 08:30:58
28546,2014/08/16 06:55:39
28548,2014/09/15 10:27:28
28550,2014/07/10 10:08:38
28551,2014/07/11 17:07:43
28553,2015/05/16 07:24:30
28554,2015/05/28 10:33:23
28555,2015/07/22 10:41:47
28556,2015/07/02 09:40:34
28557,2014/07/31 06:46:26
28559,2014/08/14 22:43:00
28565,2014/11/05 17:46:54
28569,2014/09/10 15:24:22
28570,2014/07/10 17:27:27
28571,2014/07/10 16:34:45
28572,2014/08/22 04:08:52
28575,2014/07/22 18:40:55
28576,2014/07/10 19:43:29
28577,2014/07/11 21:13:56
28578,2014/07/11 21:14:03
28579,2014/07/12 19:06:09
28580,2014/07/12 19:06:13
28581,2014/07/16 20:15:35
28582,2014/07/12 23:52:30
28583,2014/07/12 23:48:14
28584,2014/07/15 23:45:41
28585,2014/07/17 18:15:42
28586,2014/07/18 20:39:41
28587,2014/07/18 21:08:37
28588,2014/07/21 19:44:25
28589,2014/07/21 19:45:30
28590,2014/07/21 20:48:19
28591,2014/07/11 19:24:23
28593,2014/07/11 00:45:47
28594,2014/07/11 17:50:41
28595,2014/07/11 11:46:01
28596,2014/07/12 01:19:09
28597,2014/09/12 08:58:46
28598,2014/09/24 08:38:16
28599,2014/07/30 08:11:53
28600,2014/07/30 08:11:05
28601,2014/07/25 08:20:36
28603,2014/07/17 03:02:12
28605,2014/08/16 03:06:42
28606,2014/08/21 06:30:13
28607,2014/07/14 08:47:08
28617,2015/01/06 11:44:06
28625,2014/12/08 13:40:56
28629,2014/12/08 13:39:56
28653,2014/10/06 18:39:27
28655,2014/08/26 04:08:47
28656,2015/04/08 08:42:25
28657,2014/08/19 07:23:31
28659,2014/07/15 05:23:40
28660,2014/07/29 10:46:42
28661,2014/07/25 03:30:08
28662,2014/08/01 18:53:14
28663,2014/07/12 21:30:26
28664,2014/07/12 21:30:51
28665,2014/07/12 21:30:57
28666,2014/07/12 21:31:13
28667,2014/07/16 21:22:34
28668,2014/07/16 21:23:16
28669,2014/07/16 21:23:49
28670,2014/07/12 21:43:45
28671,2014/07/16 21:26:11
28672,2014/07/17 21:19:24
28673,2014/07/22 19:13:00
28674,2014/07/17 21:26:24
28675,2014/07/17 21:29:04
28676,2014/07/22 18:58:28
28677,2014/07/22 18:59:44
28678,2014/07/31 20:05:04
28679,2014/07/16 22:37:03
28680,2014/07/22 19:13:56
28681,2014/07/22 19:05:44
28682,2014/08/01 18:50:42
28686,2014/07/20 16:28:34
28687,2014/07/15 09:58:07
28694,2014/07/14 11:13:43
28702,2015/04/17 11:49:37
28708,2014/07/15 09:09:32
28709,2014/07/15 09:09:48
28710,2014/07/17 21:27:28
28711,2015/02/25 10:36:20
28713,2014/07/15 09:38:28
28715,2014/11/13 01:12:14
28716,2014/11/13 01:10:42
28717,2014/07/15 05:46:59
28718,2014/07/17 01:19:41
28719,2014/09/20 09:13:01
28720,2014/07/16 02:25:55
28721,2014/07/15 12:07:38
28722,2015/06/18 06:37:06
28723,2014/12/08 14:35:52
28724,2014/08/11 21:47:02
28725,2014/12/08 14:02:43
28730,2014/07/16 02:42:56
28734,2014/08/27 07:10:51
28735,2014/07/25 06:02:15
28736,2014/07/16 18:47:08
28737,2015/07/09 14:42:10
28742,2014/07/16 08:31:43
28744,2014/08/04 14:12:07
28747,2015/04/27 15:04:02
28748,2014/10/06 13:23:13
28749,2014/07/15 16:31:09
28750,2014/07/15 17:49:54
28751,2014/07/16 13:40:51
28753,2014/07/16 01:01:52
28754,2014/07/16 20:03:25
28755,2014/07/31 23:06:57
28757,2014/07/16 20:01:49
28758,2014/07/16 21:25:27
28759,2014/07/17 01:04:41
28765,2014/08/13 21:05:03
28766,2014/08/18 19:41:23
28767,2014/10/03 21:51:17
28768,2014/10/08 23:34:27
28769,2014/10/21 02:21:56
28770,2014/10/21 02:16:39
28772,2014/08/26 06:25:36
28773,2014/07/29 07:16:49
28774,2014/07/19 03:13:44
28776,2014/07/16 08:48:37
28777,2014/07/16 09:23:16
28778,2014/07/22 11:30:16
28779,2014/07/17 13:17:13
28782,2014/07/16 12:06:38
28785,2014/07/17 10:09:48
28788,2014/08/17 16:46:21
28789,2014/11/20 09:15:20
28791,2014/08/21 08:46:48
28794,2014/07/17 20:05:51
28795,2014/07/24 01:01:56
28796,2014/10/03 21:37:57
28797,2014/08/22 23:59:47
28798,2014/10/28 19:16:52
28800,2014/09/30 16:28:16
28801,2014/07/16 23:03:34
28802,2014/07/16 23:12:05
28803,2014/07/16 23:03:29
28804,2014/07/16 23:12:10
28805,2014/07/16 23:12:02
28806,2014/07/22 19:17:45
28807,2014/07/25 19:15:57
28808,2014/07/25 19:16:31
28809,2014/07/16 23:06:50
28810,2014/07/16 23:06:58
28811,2015/02/02 16:51:19
28813,2014/07/18 07:07:16
28814,2015/01/09 08:43:49
28815,2015/01/09 08:34:09
28817,2015/02/28 10:16:43
28818,2014/07/31 08:07:04
28824,2014/07/18 08:33:58
28825,2014/07/17 12:39:40
28826,2014/07/17 11:57:57
28827,2014/10/04 08:42:14
28828,2014/09/18 10:59:59
28829,2014/07/30 08:10:03
28832,2014/07/18 08:33:45
28833,2014/07/18 08:33:33
28834,2014/07/17 20:24:30
28839,2014/07/23 08:35:51
28840,2014/08/01 18:52:15
28841,2014/07/22 19:44:15
28842,2014/07/30 23:12:17
28843,2014/07/22 19:47:55
28844,2014/07/22 19:52:05
28845,2014/07/22 19:53:02
28846,2014/07/22 19:54:35
28847,2014/07/22 19:56:22
28848,2014/07/22 19:59:24
28849,2014/07/22 19:55:33
28850,2014/07/22 19:57:10
28851,2014/07/22 19:57:55
28852,2014/07/22 19:58:01
28853,2014/07/23 18:39:37
28854,2014/07/23 18:55:42
28855,2014/07/23 19:07:29
28856,2014/07/24 19:31:45
28857,2014/07/24 19:55:51
28858,2014/07/24 19:56:57
28859,2014/07/24 19:56:50
28860,2014/07/28 22:58:02
28861,2014/08/01 18:33:00
28862,2014/08/01 18:30:17
28863,2014/08/01 18:34:03
28864,2015/07/08 22:12:02
28865,2014/08/09 07:17:56
28867,2014/07/19 02:48:34
28873,2014/07/23 08:37:36
28874,2014/07/18 03:55:38
28875,2014/08/14 06:25:28
28876,2014/08/21 01:05:55
28878,2014/09/23 15:47:55
28879,2014/07/18 13:56:31
28880,2014/07/19 07:12:01
28883,2014/08/14 12:03:28
28885,2014/08/17 16:43:53
28890,2014/08/21 08:45:34
28894,2014/07/21 08:44:47
28895,2014/07/21 08:34:45
28896,2014/07/23 08:34:16
28897,2014/07/25 20:05:45
28901,2014/07/19 03:35:10
28904,2014/07/22 03:03:36
28905,2014/09/12 03:29:31
28906,2014/08/13 09:58:29
28907,2015/01/06 11:43:59
28908,2014/07/22 06:55:45
28909,2014/09/11 07:36:24
28911,2014/08/06 11:30:59
28912,2015/12/09 09:24:28
28919,2014/07/21 10:05:34
28920,2014/07/22 09:01:57
28927,2014/09/03 14:43:35
28929,2014/07/21 16:03:02
28930,2014/07/23 08:34:01
28937,2014/07/22 08:29:52
28940,2014/07/29 23:26:34
28943,2014/07/29 23:26:04
28944,2014/08/19 17:46:14
28946,2014/08/02 10:00:56
28947,2014/07/24 11:51:54
28948,2014/11/19 03:40:45
28949,2014/09/03 03:01:33
28950,2014/07/29 04:15:21
28951,2014/07/22 09:03:15
28952,2014/08/20 10:03:16
28953,2014/08/15 07:01:01
28954,2014/07/24 09:50:46
28955,2014/07/30 08:07:53
28956,2014/09/20 03:53:05
28957,2014/07/25 06:00:28
28958,2014/07/23 15:50:52
28959,2014/07/22 13:15:41
28962,2014/09/10 12:38:49
28967,2014/07/22 14:35:44
28968,2014/10/30 09:17:53
28969,2014/07/22 16:30:59
28971,2014/07/30 08:31:15
28973,2014/07/23 08:32:47
28974,2014/11/19 08:15:35
28975,2015/07/22 00:05:29
28979,2014/07/24 08:42:50
28983,2014/07/24 08:23:37
28989,2014/12/12 03:38:53
28990,2014/09/03 08:33:04
28991,2014/10/22 02:43:58
28992,2014/08/27 02:20:52
28993,2014/07/23 06:47:34
28994,2014/07/30 23:46:33
28995,2014/07/24 09:50:05
28996,2014/07/23 05:15:57
28997,2014/07/30 08:43:28
28998,2014/07/25 20:08:51
29002,2014/07/30 11:00:53
29005,2015/05/27 15:21:20
29007,2014/07/26 07:31:15
29009,2015/05/27 15:21:28
29010,2015/05/27 15:22:26
29013,2014/08/14 04:10:21
29014,2014/08/13 04:01:36
29015,2015/12/16 09:11:23
29019,2014/11/27 13:25:19
29020,2014/11/19 17:14:42
29021,2015/01/28 16:00:30
29026,2014/11/12 09:36:26
29031,2015/12/16 09:11:11
29033,2014/07/29 15:54:28
29041,2015/05/27 15:22:12
29051,2014/09/12 12:13:03
29054,2014/07/28 23:44:12
29058,2014/07/25 11:28:39
29059,2014/08/15 08:06:23
29060,2014/09/11 05:39:23
29061,2014/08/13 10:09:11
29062,2014/09/11 05:48:48
29063,2014/09/20 03:55:14
29064,2014/08/06 10:12:31
29078,2014/07/25 14:28:29
29084,2014/07/25 09:39:43
29085,2014/07/24 12:05:36
29091,2014/08/14 02:30:25
29093,2014/07/28 08:48:46
29095,2014/11/07 09:30:02
29099,2014/07/25 09:46:23
29100,2014/07/25 16:00:08
29101,2014/08/23 01:18:18
29102,2014/07/29 09:51:09
29103,2014/08/26 18:03:14
29106,2014/07/31 17:54:08
29107,2014/07/31 17:53:38
29108,2014/08/21 21:15:00
29109,2014/07/28 23:58:50
29111,2015/11/11 18:54:15
29112,2015/07/22 16:41:55
29113,2015/11/11 19:00:21
29114,2014/07/30 17:02:28
29117,2014/08/27 23:32:30
29118,2014/08/27 23:33:30
29120,2014/09/12 06:12:34
29124,2014/09/24 07:01:44
29128,2014/07/26 05:32:53
29129,2014/09/18 03:01:01
29130,2014/07/25 10:26:52
29131,2014/07/30 12:45:06
29139,2014/07/28 08:49:38
29140,2014/07/28 08:48:22
29142,2014/09/10 15:25:14
29144,2014/08/12 08:52:01
29146,2014/08/27 06:52:23
29148,2014/07/25 15:36:12
29149,2014/07/25 15:59:18
29150,2014/07/28 20:40:40
29151,2014/07/28 20:40:09
29152,2014/07/26 01:06:09
29153,2014/10/03 21:50:22
29156,2016/02/05 17:24:55
29157,2014/10/22 04:30:53
29158,2014/08/27 23:34:41
29159,2014/07/29 03:33:02
29160,2015/07/29 04:03:18
29161,2014/07/26 05:32:22
29162,2014/07/30 16:18:12
29174,2014/07/28 11:38:50
29181,2014/07/28 16:06:52
29182,2014/07/29 09:56:23
29190,2014/07/28 17:03:13
29194,2014/07/31 03:31:32
29195,2014/07/30 09:57:14
29203,2014/10/30 22:27:37
29205,2014/10/15 22:46:39
29212,2014/08/16 01:49:04
29214,2014/07/29 07:58:49
29216,2014/07/29 09:54:59
29223,2014/07/29 10:05:12
29224,2014/07/29 09:41:55
29228,2014/08/27 06:52:15
29229,2014/08/22 05:23:50
29238,2014/07/30 08:28:15
29243,2014/11/18 11:07:41
29246,2014/08/11 23:12:24
29249,2014/09/29 16:19:31
29250,2014/07/30 01:55:51
29251,2014/10/14 08:57:46
29253,2014/09/27 03:11:36
29254,2014/10/15 04:08:27
29255,2014/09/12 09:29:28
29256,2014/11/05 17:49:52
29257,2014/09/01 19:27:07
29258,2014/09/19 16:35:57
29259,2014/07/30 08:36:34
29260,2014/08/04 10:20:18
29263,2014/10/03 17:01:03
29268,2014/08/04 12:02:01
29269,2014/07/30 13:40:00
29270,2014/07/30 12:14:16
29273,2014/07/31 08:23:15
29278,2014/07/30 14:22:21
29291,2014/09/16 12:07:56
29294,2014/07/30 15:51:38
29300,2014/08/16 14:37:27
29302,2014/08/01 18:35:14
29303,2014/08/01 18:37:44
29304,2014/08/01 18:39:09
29305,2014/08/01 18:39:20
29306,2014/08/01 18:39:27
29307,2014/08/01 18:41:19
29308,2014/08/01 18:41:26
29309,2014/08/01 18:41:33
29310,2014/08/01 18:42:54
29311,2014/08/01 18:45:12
29312,2014/08/01 18:46:36
29313,2014/08/01 18:47:25
29314,2014/08/01 18:47:32
29315,2014/08/09 17:21:21
29316,2014/09/03 10:19:31
29317,2015/08/11 21:12:44
29318,2014/08/20 02:28:21
29319,2014/09/25 18:05:36
29323,2014/09/25 03:27:22
29324,2014/08/09 07:34:58
29326,2015/07/09 02:54:37
29328,2014/08/01 23:02:49
29329,2015/12/16 09:10:49
29332,2014/07/31 09:33:12
29342,2014/08/01 17:27:12
29352,2014/08/04 10:18:52
29353,2014/08/01 17:27:40
29355,2014/12/10 02:42:18
29361,2014/07/31 15:06:00
29362,2014/08/04 10:18:20
29363,2014/07/31 16:12:01
29381,2014/08/01 08:33:44
29383,2014/08/01 18:51:15
29390,2014/08/27 23:31:48
29393,2015/05/15 08:15:52
29396,2015/02/06 11:04:43
29397,2015/12/16 09:08:34
29398,2015/04/07 11:41:58
29399,2015/12/16 09:08:52
29400,2014/09/09 08:16:39
29401,2014/08/26 09:52:28
29404,2015/07/09 02:57:12
29410,2014/10/07 09:55:31
